GCA_014360625;GCA_000412265;80.7984;2903.0;968.0
GCA_013361925;GCA_000412265;80.5129;768.0;2903.0
GCA_013361355;GCA_000412265;80.2872;778.0;2903.0
GCA_013362785;GCA_000412265;80.229;2903.0;1007.0
GCA_013362425;GCA_000412265;883.0;2903.0;79.4115
GCA_013361825;GCA_000412265;80.0255;2903.0;1063.0
GCA_013361465;GCA_000412265;2903.0;1103.0;79.9448
GCA_013362265;GCA_000375625;80.1624;578.0;2580.0
GCA_000375625;GCA_003500685;81.0864;2580.0;993.0
GCA_000373665;GCA_035695335;737.0;2851.0;79.6979
GCA_000373665;GCA_035644915;80.9391;2851.0;1054.0
GCA_035645055;GCA_000373665;80.6989;1233.0;2851.0
GCA_000373665;GCA_035995295;2851.0;325.0;78.627
GCA_031178655;GCA_000373665;80.4982;2851.0;847.0
GCA_031180325;GCA_000373665;80.1187;2851.0;747.0
GCA_021154725;GCA_000373665;2851.0;35.0;79.4989
GCA_019510245;GCA_000373665;1385.0;2851.0;79.8582
GCA_013362265;GCA_000373665;2851.0;612.0;79.7801
GCA_000373665;GCA_013361925;2851.0;772.0;79.576
GCA_013361465;GCA_000373665;1106.0;2851.0;79.2955
GCA_000373665;GCA_013362695;2851.0;1099.0;79.9852
GCA_000373565;GCA_033854855;3025.0;82.2699;542.0
GCA_000373565;GCA_035695335;920.0;81.0561;3025.0
GCA_000373565;GCA_035687565;81.2762;3025.0;1295.0
GCA_000373565;GCA_031178655;81.7028;939.0;3025.0
GCA_000373565;GCA_031181555;1312.0;3025.0;82.1993
GCA_019510245;GCA_000373565;81.8451;3025.0;1591.0
GCA_000373565;GCA_013361825;81.5282;3025.0;1265.0
GCA_000373565;GCA_013362785;81.9374;3025.0;1255.0
GCA_000373565;GCA_013361355;3025.0;82.0385;967.0
GCA_013362685;GCA_000373565;81.7511;914.0;3025.0
GCA_000373565;GCA_013362155;1105.0;81.9366;3025.0
GCA_000373465;GCA_036278175;80.2851;2474.0;598.0
GCA_000373465;GCA_035710365;881.0;2474.0;83.8044
GCA_000373465;GCA_035687565;81.4663;2474.0;1163.0
GCA_000373465;GCA_031180325;2474.0;946.0;84.9675
GCA_000373305;GCA_004196155;2585.0;82.0191;1389.0
GCA_000373305;GCA_004348315;2585.0;891.0;78.9577
GCA_000373305;GCA_004328625;81.632;1259.0;2585.0
GCA_000373305;GCA_004320085;81.1881;2585.0;1079.0
GCA_000373305;GCA_004795255;2585.0;1010.0;79.9998
GCA_004353505;GCA_000373305;2585.0;82.7737;1405.0
GCA_000373305;GCA_004359235;2585.0;82.7104;1436.0
GCA_000373305;GCA_004295505;81.484;1357.0;2585.0
GCA_004524875;GCA_000373305;2585.0;84.3148;1598.0
GCA_000373305;GCA_004341025;81.2844;1330.0;2585.0
GCA_000373305;GCA_004795015;2585.0;85.0535;1478.0
GCA_000373305;GCA_004784465;81.5695;2585.0;1239.0
GCA_004684775;GCA_000373305;81.5188;1306.0;2585.0
GCA_000373305;GCA_004522685;81.6512;1370.0;2585.0
GCA_004794175;GCA_000373305;97.4517;1866.0;2585.0
GCA_004768505;GCA_000373305;2585.0;1165.0;79.7636
GCA_000373305;GCA_004334925;2585.0;2238.0;95.8276
GCA_000373305;GCA_005280195;81.3347;1348.0;2585.0
GCA_000373305;GCA_004795115;81.5123;1380.0;2585.0
GCA_000373305;GCA_004795155;81.5503;1357.0;2585.0
GCA_000373305;GCA_005234175;81.7076;1270.0;2585.0
GCA_000373305;GCA_004794975;81.4637;1334.0;2585.0
GCA_000373305;GCA_004794665;81.1164;1371.0;2585.0
GCA_000373305;GCA_004803895;81.2358;1355.0;2585.0
GCA_000373305;GCA_005406005;81.3566;1330.0;2585.0
GCA_006352045;GCA_000373305;81.2831;1140.0;2585.0
GCA_000373305;GCA_005519465;81.3896;1354.0;2585.0
GCA_000373305;GCA_006334995;977.0;78.8473;2585.0
GCA_000373305;GCA_005981965;2585.0;82.8485;1211.0
GCA_000373305;GCA_005869865;81.2226;1333.0;2585.0
GCA_000373305;GCA_007097205;80.2808;2585.0;868.0
GCA_000373305;GCA_005786655;80.9493;2585.0;1252.0
GCA_000373305;GCA_005768555;80.8119;1257.0;2585.0
GCA_000373305;GCA_006378235;1361.0;81.9037;2585.0
GCA_000373305;GCA_006539165;2585.0;1179.0;79.4301
GCA_000373305;GCA_005938145;80.571;2585.0;1315.0
GCA_000373305;GCA_007096885;1489.0;84.5394;2585.0
GCA_000373305;GCA_006229535;80.9712;2585.0;1323.0
GCA_000373305;GCA_006547185;80.8416;2585.0;1302.0
GCA_000373305;GCA_006540305;81.0637;1318.0;2585.0
GCA_000373305;GCA_007280575;81.4848;1003.0;2585.0
